Month,Karachi Area,Crm Cd Desc,Crime Count,Suspect_Age,Suspect_Gender,Occupation,Education_Level,Crime_Motive,Reference_Source
2023-04,Landhi,THEFT PLAIN - PETTY ($950 & UNDER),16,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,"THEFT, PERSON",7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",11,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,TRESPASSING,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,VANDALISM - MISDEAMEANOR ($399 OR UNDER),23,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,VEHICLE - ATTEMPT STOLEN,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,VEHICLE - STOLEN,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,VIOLATION OF COURT ORDER,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,VIOLATION OF RESTRAINING ORDER,10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Landhi,VIOLATION OF TEMPORARY RESTRAINING ORDER,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,ATTEMPTED ROBBERY,5,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Liaquatabad,BATTERY - SIMPLE ASSAULT,54,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,BIKE - STOLEN,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,BRANDISH WEAPON,10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,"BUNCO, ATTEMPT",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,"BUNCO, GRAND THEFT",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,BURGLARY,23,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,BURGLARY FROM VEHICLE,49,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,"BURGLARY, ATTEMPTED",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,CRIMINAL THREATS - NO WEAPON DISPLAYED,24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,DISTURBING THE PEACE,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,DOCUMENT FORGERY / STOLEN FELONY,2,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2023-04,Liaquatabad,EXTORTION,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,FALSE IMPRISONMENT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,ILLEGAL DUMPING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,INTIMATE PARTNER - AGGRAVATED ASSAULT,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,INTIMATE PARTNER - SIMPLE ASSAULT,31,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,ORAL COPULATION,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,OTHER ASSAULT,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,OTHER MISCELLANEOUS CRIME,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,PICKPOCKET,9,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2023-04,Liaquatabad,ROBBERY,16,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Liaquatabad,STALKING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),60,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),21,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,THEFT OF IDENTITY,43,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2023-04,Liaquatabad,THEFT PLAIN - PETTY ($950 & UNDER),22,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,"THEFT, PERSON",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,TRESPASSING,10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,VANDALISM - MISDEAMEANOR ($399 OR UNDER),6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,VEHICLE - ATTEMPT STOLEN,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,VEHICLE - STOLEN,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,VIOLATION OF COURT ORDER,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,VIOLATION OF RESTRAINING ORDER,14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Liaquatabad,WEAPONS POSSESSION/BOMBING,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,ARSON,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",131,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,ATTEMPTED ROBBERY,5,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Nazimabad,BATTERY - SIMPLE ASSAULT,75,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,BIKE - STOLEN,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,BRANDISH WEAPON,31,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,"BUNCO, GRAND THEFT",6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,"BUNCO, PETTY THEFT",4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,BURGLARY,38,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,BURGLARY FROM VEHICLE,19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,"BURGLARY, ATTEMPTED",2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,CONTEMPT OF COURT,8,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,CONTRIBUTING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,CRIMINAL HOMICIDE,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,CRIMINAL THREATS - NO WEAPON DISPLAYED,28,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,DISCHARGE FIREARMS/SHOTS FIRED,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,DOCUMENT FORGERY / STOLEN FELONY,1,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2023-04,Nazimabad,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,EXTORTION,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,FAILURE TO YIELD,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,FALSE POLICE REPORT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,INDECENT EXPOSURE,2,20-40,Male,Varied,Matric,Psychological,"Police Behavioral Unit Report, Karachi 2022"
2023-04,Nazimabad,INTIMATE PARTNER - AGGRAVATED ASSAULT,25,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,INTIMATE PARTNER - SIMPLE ASSAULT,75,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,KIDNAPPING - GRAND ATTEMPT,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,OTHER ASSAULT,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,OTHER MISCELLANEOUS CRIME,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,ROBBERY,61,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Nazimabad,SHOPLIFTING - PETTY THEFT ($950 & UNDER),7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,SHOTS FIRED AT INHABITED DWELLING,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,STALKING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,THEFT OF IDENTITY,61,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2023-04,Nazimabad,THEFT PLAIN - PETTY ($950 & UNDER),35,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,"THEFT, PERSON",4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,TRESPASSING,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,VANDALISM - MISDEAMEANOR ($399 OR UNDER),24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,VEHICLE - ATTEMPT STOLEN,6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,VEHICLE - STOLEN,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Nazimabad,VIOLATION OF RESTRAINING ORDER,23,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,ARSON,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",88,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,ATTEMPTED ROBBERY,5,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Orangi Town,BATTERY - SIMPLE ASSAULT,180,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,BATTERY ON A FIREFIGHTER,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,BATTERY POLICE (SIMPLE),2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,BIKE - STOLEN,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,BRANDISH WEAPON,23,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"BUNCO, GRAND THEFT",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"BUNCO, PETTY THEFT",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,BURGLARY,27,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,BURGLARY FROM VEHICLE,138,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"BURGLARY FROM VEHICLE, ATTEMPTED",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"BURGLARY, ATTEMPTED",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,CRIMINAL HOMICIDE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,CRIMINAL THREATS - NO WEAPON DISPLAYED,32,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,CRUELTY TO ANIMALS,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,DISTURBING THE PEACE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,DOCUMENT FORGERY / STOLEN FELONY,1,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2023-04,Orangi Town,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,FALSE IMPRISONMENT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,INTIMATE PARTNER - AGGRAVATED ASSAULT,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,INTIMATE PARTNER - SIMPLE ASSAULT,53,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,ORAL COPULATION,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,OTHER ASSAULT,13,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,OTHER MISCELLANEOUS CRIME,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,PICKPOCKET,26,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2023-04,Orangi Town,PIMPING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,ROBBERY,44,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Orangi Town,SHOPLIFTING - ATTEMPT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,SHOPLIFTING - PETTY THEFT ($950 & UNDER),26,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,STALKING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),11,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,THEFT OF IDENTITY,27,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2023-04,Orangi Town,THEFT PLAIN - PETTY ($950 & UNDER),54,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"THEFT, PERSON",15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",56,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,THREATENING PHONE CALLS/LETTERS,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,THROWING OBJECT AT MOVING VEHICLE,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,TRESPASSING,10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",45,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,VANDALISM - MISDEAMEANOR ($399 OR UNDER),12,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,VEHICLE - ATTEMPT STOLEN,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,VIOLATION OF COURT ORDER,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Orangi Town,VIOLATION OF RESTRAINING ORDER,5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,ARSON,20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",375,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,ATTEMPTED ROBBERY,39,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Other,BATTERY - SIMPLE ASSAULT,681,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,BIKE - STOLEN,25,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,BRANDISH WEAPON,116,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"BUNCO, ATTEMPT",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"BUNCO, GRAND THEFT",51,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"BUNCO, PETTY THEFT",24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,BURGLARY,393,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,BURGLARY FROM VEHICLE,336,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"BURGLARY FROM VEHICLE, ATTEMPTED",9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"BURGLARY, ATTEMPTED",32,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,CONTEMPT OF COURT,31,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,COUNTERFEIT,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,CRIMINAL HOMICIDE,10,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,CRIMINAL THREATS - NO WEAPON DISPLAYED,158,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),14,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,CRUELTY TO ANIMALS,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,DISCHARGE FIREARMS/SHOTS FIRED,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,DISTURBING THE PEACE,17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,DOCUMENT FORGERY / STOLEN FELONY,30,30-45,Male,Clerk/Agent,Intermediate,Fraudulent Gain,NADRA Cyber Crimes Unit
2023-04,Other,DRUNK ROLL,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,EXTORTION,27,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,FAILURE TO YIELD,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,ILLEGAL DUMPING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,INDECENT EXPOSURE,9,20-40,Male,Varied,Matric,Psychological,"Police Behavioral Unit Report, Karachi 2022"
2023-04,Other,INTIMATE PARTNER - AGGRAVATED ASSAULT,105,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,INTIMATE PARTNER - SIMPLE ASSAULT,468,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,KIDNAPPING,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,KIDNAPPING - GRAND ATTEMPT,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,LYNCHING,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,ORAL COPULATION,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,OTHER ASSAULT,19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,OTHER MISCELLANEOUS CRIME,50,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,PICKPOCKET,21,15-25,Male,Street Vendor,Primary,Survival,"Dawn News Investigation, 2022"
2023-04,Other,RESISTING ARREST,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,ROBBERY,159,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Other,SHOPLIFTING - PETTY THEFT ($950 & UNDER),123,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),42,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,SHOTS FIRED AT INHABITED DWELLING,9,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,STALKING,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,THEFT FROM MOTOR VEHICLE - ATTEMPT,4,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),376,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),107,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,THEFT OF IDENTITY,392,25-40,Male,IT Technician,Graduate,Digital Fraud,Cybercrime Wing FIA
2023-04,Other,THEFT PLAIN - ATTEMPT,2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,THEFT PLAIN - PETTY ($950 & UNDER),292,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"THEFT, PERSON",20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",223,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,THROWING OBJECT AT MOVING VEHICLE,7,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,TRESPASSING,90,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,UNAUTHORIZED COMPUTER ACCESS,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",384,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,VANDALISM - MISDEAMEANOR ($399 OR UNDER),146,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,VEHICLE - ATTEMPT STOLEN,24,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,VIOLATION OF COURT ORDER,80,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,VIOLATION OF RESTRAINING ORDER,125,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Other,VIOLATION OF TEMPORARY RESTRAINING ORDER,17,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,ARSON,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,ATTEMPTED ROBBERY,6,18-30,Male,Unemployed,Matric,Financial,FIA Crime Report 2023
2023-04,Saddar,BATTERY - SIMPLE ASSAULT,106,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,BIKE - STOLEN,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,BRANDISH WEAPON,20,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,"BUNCO, GRAND THEFT",5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,"BUNCO, PETTY THEFT",3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,BURGLARY,19,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,BURGLARY FROM VEHICLE,29,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,"BURGLARY FROM VEHICLE, ATTEMPTED",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,"BURGLARY, ATTEMPTED",1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,CRIMINAL HOMICIDE,3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2023-04,Saddar,CRIMINAL THREATS - NO WEAPON DISPLAYED,18,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
