X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
400212,137949,19126794,2019/07/20 03:35:52+00,2019/07/20 02:48:50+00,2019/07/20 03:13:33+00,1300 - 1399 BLOCK OF 5TH STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,400212,137949,38.9094019768,-76.997555701,940348538,
400840,139142,19126971,2019/07/20 09:19:29+00,2019/07/20 09:02:42+00,2019/07/20 09:19:57+00,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,THEFT/OTHER,OTHERS,MIDNIGHT,5,5C,5,505,Cluster 22,009102 3,009102,Precinct 72,,400840,139142,38.9201485438,-76.9903135821,940348539,
392607,143559,19086037,2019/05/19 14:44:30+00,2019/05/19 12:21:35+00,,5300 - 5399 BLOCK OF WISCONSIN AVENUE NW,BURGLARY,OTHERS,DAY,3,3E,2,202,Cluster 11,001004 1,001004,Precinct 31,,392607,143559,38.9599074542,-77.0852995778,940348547,
397115,137977,19086341,2019/05/20 02:03:50+00,2019/05/20 00:45:38+00,2019/05/20 01:15:06+00,1400 - 1499 BLOCK OF P STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,,397115,137977,38.9096495011,-77.0332633366,940348548,
404963,135409,19086588,2019/05/20 14:49:16+00,2019/05/20 12:46:18+00,2019/05/20 14:50:38+00,4310 - 4469 BLOCK OF C STREET SE,BURGLARY,OTHERS,DAY,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,,404963,135409,38.8865067559,-76.9427963955,940348549,
403516,133455,19087268,2019/05/21 15:38:06+00,2019/05/21 10:25:17+00,2019/05/21 13:35:55+00,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,BURGLARY,OTHERS,DAY,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,,403516,133455,38.8689113338,-76.9594845298,940348550,
394578,141325,19087298,2019/05/21 14:34:41+00,2019/05/21 01:00:02+00,2019/05/21 14:00:05+00,3000 - 3099 BLOCK OF SEDGWICK STREET NW,THEFT F/AUTO,OTHERS,DAY,3,3F,2,203,Cluster 12,000600 1,000600,Precinct 27,,394578,141325,38.9397973525,-77.0625407579,940348551,
397497,136959,19088651,2019/05/23 12:05:40+00,2019/05/23 09:26:02+00,2019/05/23 10:10:16+00,1200 - 1299 BLOCK OF NEW YORK AVENUE NW,THEFT/OTHER,OTHERS,DAY,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,DOWNTOWN,397497,136959,38.9004801719,-77.0288552614,940348552,
400046,137753,19164835,2019/09/16 03:42:22+00,2019/09/16 02:52:22+00,2019/09/16 03:03:49+00,400 - 499 BLOCK OF MORSE STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,,400046,137753,38.9076363656,-76.9994696464,940348555,
397935.68,134626.940000001,19165327,2019/09/17 02:47:35+00,2019/09/16 21:30:00+00,2019/09/16 21:31:42+00,700 - 899 BLOCK OF MAINE AVENUE SW,THEFT/OTHER,OTHERS,EVENING,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,SOUTHWEST,397935.68,134626.94,38.8794732425,-77.0237910334,940348556,
400260.909999996,140497.989999998,19165554,2019/09/17 04:31:52+00,2019/09/17 00:00:40+00,2019/09/17 02:00:07+00,600 - 699 BLOCK OF MONROE STREET NE,THEFT/OTHER,OTHERS,MIDNIGHT,5,5E,5,502,Cluster 20,009201 2,009201,Precinct 74,,400260.91,140497.99,38.9323640917,-76.996990814,940348557,
397174,140033,19165906,2019/09/18 01:41:52+00,2019/09/17 20:27:05+00,2019/09/17 22:44:47+00,3000 - 3099 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 39,,397174,140033,38.9281708128,-77.0325915444,940348558,
400594,139371,19168384,2019/09/21 15:03:56+00,2019/09/21 13:51:34+00,2019/09/21 14:08:26+00,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,THEFT/OTHER,OTHERS,DAY,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,,400594,139371,38.9222116506,-76.9931501206,940348559,
396835,138753,19064820,2019/04/17 06:23:36+00,2019/04/17 04:50:27+00,2019/04/17 04:51:27+00,1921 - 1999 BLOCK OF 16TH STREET NW,ROBBERY,GUN,MIDNIGHT,2,2B,3,301,Cluster 6,004300 3,004300,Precinct 141,,396835,138753,38.9166390064,-77.0364952439,940348740,
398185,138058,19065495,2019/04/18 04:03:28+00,2019/04/18 03:00:54+00,,1500 - 1599 BLOCK OF MARION STREET NW,ROBBERY,GUN,MIDNIGHT,2,6E,3,308,Cluster 7,004801 1,004801,Precinct 18,,398185,138058,38.9103820377,-77.0209267159,940348741,
396537,140010,19065787,2019/04/18 19:10:08+00,2019/03/25 17:00:33+00,2019/04/17 19:00:22+00,1600 - 1899 BLOCK OF HOBART STREET NW,THEFT F/AUTO,OTHERS,EVENING,1,1D,3,302,Cluster 2,002702 4,002702,Precinct 39,,396537,140010,38.9279613421,-77.0399377877,940348742,
394737,137483,19067712,2019/04/21 18:55:22+00,2019/04/21 17:30:45+00,2019/04/21 17:38:41+00,3036 - 3099 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,DAY,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,394737,137483,38.9051883564,-77.0606772966,940348743,
406901,136078,19067947,2019/04/22 04:05:50+00,2019/04/21 22:23:20+00,2019/04/21 22:24:19+00,200 - 299 BLOCK OF 56TH PLACE NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,,406901,136078,38.892520281,-76.920452272,940348744,
397498,140312,19068425,2019/04/22 22:52:11+00,2019/04/22 02:00:18+00,2019/04/22 10:00:23+00,1100 - 1299 BLOCK OF LAMONT STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,,397498,140312,38.9306851134,-77.0288559516,940348745,
397655,138713,19068508,2019/04/23 01:18:58+00,2019/04/22 23:57:01+00,2019/04/23 01:07:24+00,1900 - 1999 BLOCK OF 11TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397655,138713,38.9162812437,-77.0270397841,940348746,
405084,135772,19068514,2019/04/23 03:01:56+00,2019/04/23 00:43:20+00,2019/04/23 01:31:07+00,4100 - 4276 BLOCK OF EAST CAPITOL STREET,THEFT/OTHER,OTHERS,MIDNIGHT,7,7D,6,603,Cluster 32,009603 1,009603,Precinct 102,,405084,135772,38.8897761049,-76.9413990624,940348747,
397171,137408,19068999,2019/04/23 20:57:43+00,2019/04/23 19:30:53+00,2019/04/23 20:30:20+00,1100 - 1199 BLOCK OF VERMONT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2F,2,207,Cluster 8,010100 3,010100,Precinct 17,DOWNTOWN,397171,137408,38.904523934,-77.0326153266,940348748,
400011,130764,19130612,2019/07/26 00:57:07+00,2019/07/21 16:00:33+00,2019/07/24 03:00:37+00,300 - 599 BLOCK OF PARKLAND PLACE SE,THEFT/OTHER,OTHERS,EVENING,8,8C,7,707,Cluster 39,010400 1,010400,Precinct 123,,400011,130764,38.8446766892,-76.9998732881,940348767,
398601,145300,19131388,2019/07/27 02:27:14+00,2019/07/27 01:30:55+00,,200  - 299 BLOCK OF CEDAR STREET NW,ROBBERY,GUN,EVENING,4,4B,4,401,Cluster 17,001702 2,001702,Precinct 63,,398601,145300,38.9756208049,-77.0161450571,940348768,
395293,137321,19131486,2019/07/27 04:55:33+00,2019/07/27 02:40:28+00,2019/07/27 03:40:13+00,2500 - 2599 BLOCK OF L STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2A,2,207,Cluster 5,005601 2,005601,Precinct 4,,395293,137321,38.903732157,-77.054266046,940348769,
396504,137376,19131873,2019/07/27 20:40:29+00,2019/07/27 20:22:55+00,2019/07/27 20:40:36+00,1100 - 1129 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2B,2,207,Cluster 6,010700 1,010700,Precinct 17,GOLDEN TRIANGLE,396504,137376,38.904233267,-77.0403049553,940348770,
398597,137252,19132598,2019/07/29 01:15:02+00,2019/07/28 22:00:29+00,2019/07/28 22:53:46+00,1000 - 1099 BLOCK OF 4TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,6,6E,1,101,Cluster 8,004703 4,004703,Precinct 1,MOUNT VERNON TRIANGLE CID,398597,137252,38.9031220639,-77.0161747625,940348771,
396697,137650,19132858,2019/07/29 09:07:16+00,2019/07/29 06:59:03+00,2019/07/29 07:03:15+00,1615 - 1699 BLOCK OF RHODE ISLAND AVENUE NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2B,2,208,Cluster 6,010700 2,010700,Precinct 17,,396697,137650,38.906702301,-77.0380812,940348772,
398640,137782,19133402,2019/07/30 02:56:26+00,2019/07/30 02:20:05+00,2019/07/30 02:56:43+00,1300 - 1399 BLOCK OF NEW JERSEY AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,5,5E,3,308,Cluster 21,004600 2,004600,Precinct 19,,398640,137782,38.9078965567,-77.0156800781,940348773,
397228,137406,19168531,2019/09/21 23:35:09+00,2019/09/21 18:25:36+00,2019/09/21 18:55:28+00,1100 - 1199 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2F,2,209,Cluster 8,010100 3,010100,Precinct 17,DOWNTOWN,397228,137406,38.9045060989,-77.0319581699,940348867,
400930,135140,19171765,2019/09/26 19:27:22+00,2019/09/26 15:30:33+00,2019/09/26 15:55:35+00,1200 - 1299 BLOCK OF D STREET SE,THEFT F/AUTO,OTHERS,EVENING,6,6B,1,107,Cluster 26,006900 1,006900,Precinct 91,,400930,135140,38.8840970171,-76.9892811702,940348868,
396835,139570,19171802,2019/09/26 21:16:55+00,2019/09/26 19:34:19+00,2019/09/26 19:36:10+00,2600 - 2699 BLOCK OF 16TH STREET NW,ROBBERY,OTHERS,EVENING,1,1C,3,303,Cluster 1,003802 2,003802,Precinct 35,,396835,139570,38.9239988074,-77.0364990105,940348869,
397804,140992,19172568,2019/09/28 01:35:35+00,2019/09/27 21:43:24+00,2019/09/27 22:36:47+00,3700  - 3799 BLOCK OF 9TH STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4C,4,404,Cluster 18,002503 2,002503,Precinct 49,,397804,140992,38.9368115768,-77.0253289826,940348870,
398185,136610,19172909,2019/09/28 09:49:39+00,2019/09/28 07:56:05+00,2019/09/28 08:02:46+00,600 - 699 BLOCK OF F STREET NW,ROBBERY,OTHERS,MIDNIGHT,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,DOWNTOWN,398185,136610,38.897337944,-77.0209228894,940348871,
397700,136611,19173930,2019/09/30 00:22:57+00,2019/09/29 23:20:58+00,2019/09/30 00:23:38+00,1000 - 1099 BLOCK OF F STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 5,005802,Precinct 129,DOWNTOWN,397700,136611,38.8973458172,-77.0265138574,940348872,
394622,137482,19173932,2019/09/30 00:14:24+00,2019/09/29 23:38:05+00,2019/09/30 00:13:16+00,3100 - 3199 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,GEORGETOWN,394622,137482,38.9051786519,-77.0620031271,940348873,
397799,141494,19152489,2019/08/28 17:00:37+00,2019/08/28 16:03:08+00,2019/08/28 16:52:46+00,4100  - 4199 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,,397799,141494,38.9413337274,-77.0253882636,940348874,
405023,135003,19230955,2019/12/29 02:00:49+00,2019/12/29 00:55:34+00,2019/12/29 01:20:05+00,4330 - 4350 BLOCK OF TEXAS AVENUE SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,EVENING,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,,405023,135003,38.8828490125,-76.9421078025,940348941,
394331,137994,19053915,2019/03/31 05:47:02+00,2019/03/30 16:00:18+00,2019/03/31 04:30:53+00,3200 - 3299 BLOCK OF VOLTA PLACE NW,THEFT F/AUTO,OTHERS,MIDNIGHT,2,2E,2,206,Cluster 4,000202 2,000202,Precinct 6,,394331,137994,38.9097890954,-77.0653623003,940349045,
397577,143785,19054719,2019/04/01 19:15:04+00,2019/04/01 18:15:23+00,2019/04/01 18:35:45+00,5900 - 5999 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,EVENING,4,4B,4,402,Cluster 17,001901 1,001901,Precinct 58,,397577,143785,38.961971092,-77.0279570992,940349046,
405552,138070,19054938,2019/04/02 02:00:43+00,2019/04/01 22:21:34+00,2019/04/02 00:11:05+00,1500 - 1599 BLOCK OF KENILWORTH AVENUE NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,7,7D,6,601,Cluster 29,009601 1,009601,Precinct 92,,405552,138070,38.9104744761,-76.9359860686,940349047,
400532,139523,19143471,2019/08/14 17:34:28+00,2019/08/14 15:20:44+00,2019/08/14 15:36:48+00,2542 - 2699 BLOCK OF REED STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5B,5,504,Cluster 22,009302 1,009302,Precinct 74,,400532,139523,38.9235809551,-76.9938649734,940349115,
401564,139340,19143541,2019/08/14 19:20:16+00,2019/08/14 17:49:29+00,2019/08/14 19:00:24+00,1500 - 1699 BLOCK OF MONTANA AVENUE NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,505,Cluster 22,009102 2,009102,Precinct 72,,401564,139340,38.9219312016,-76.9819643614,940349116,
400494,139745,19143627,2019/08/15 03:55:36+00,2019/08/14 19:44:12+00,2019/08/14 20:54:51+00,700 - 999 BLOCK OF FRANKLIN STREET NE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,5,5B,5,504,Cluster 22,009302 1,009302,Precinct 74,,400494,139745,38.9255808238,-76.9943030298,940349117,
406954,136443,19210833,2019/11/25 15:17:22+00,2019/11/25 13:24:41+00,2019/11/25 14:25:26+00,5600 - 5699 BLOCK OF EADS STREET NE,THEFT/OTHER,OTHERS,DAY,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,,406954,136443,38.8958079164,-76.9198376476,940349136,
398186,137185,19185409,2019/10/17 03:57:27+00,2019/10/17 02:02:17+00,2019/10/17 03:55:52+00,600 - 699 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,6,6E,1,101,Cluster 8,004702 4,004702,Precinct 18,DOWNTOWN,398186,137185,38.9025177521,-77.0209128801,940349177,
401721,133117,19185726,2019/10/17 21:13:35+00,2019/10/17 17:32:31+00,2019/10/17 18:51:14+00,1649 - 1799 BLOCK OF GOOD HOPE ROAD SE,THEFT F/AUTO,OTHERS,EVENING,8,8A,6,607,Cluster 34,007605 2,007605,Precinct 112,ANACOSTIA,401721,133117,38.8658718361,-76.9801694673,940349178,
402712,134143,19186705,2019/10/19 03:07:40+00,2019/10/18 23:28:05+00,2019/10/19 00:38:01+00,2500 - 2599 BLOCK OF N STREET SE,THEFT/OTHER,OTHERS,MIDNIGHT,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 111,,402712,134143,38.8751119613,-76.9687464445,940349179,
396326,139306,19187711,2019/10/20 17:05:06+00,2019/10/20 02:30:55+00,2019/10/20 14:30:15+00,2400 - 2499 BLOCK OF 18TH STREET NW,BURGLARY,OTHERS,DAY,1,1C,3,303,Cluster 1,003802 1,003802,Precinct 24,ADAMS MORGAN,396326,139306,38.9216186302,-77.0423674219,940349180,
402808,132407,19187713,2019/10/20 17:08:32+00,2019/10/20 15:17:49+00,,2600 - 2799 BLOCK OF ALABAMA AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,,402808,132407,38.8594730617,-76.9676472142,940349181,
400436,135043,19188647,2019/10/22 05:45:21+00,2019/10/22 02:06:58+00,2019/10/22 02:33:23+00,400 - 499 BLOCK OF 8TH STREET SE,THEFT/OTHER,OTHERS,MIDNIGHT,6,6B,1,106,Cluster 26,007000 2,007000,Precinct 90,CAPITOL HILL,400436,135043,38.8832235876,-76.9949748897,940349182,
402965,132500,19128510,2019/07/23 03:25:05+00,2019/07/22 22:51:20+00,2019/07/22 23:29:22+00,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,,402965,132500,38.8603103295,-76.9658379147,940349208,
405413,137142,19128772,2019/07/23 09:41:04+00,2019/07/23 09:13:44+00,2019/07/23 09:41:11+00,900 - 999 BLOCK OF 45TH PLACE NE,THEFT F/AUTO,OTHERS,MIDNIGHT,7,7C,6,602,Cluster 31,007809 2,007809,Precinct 94,,405413,137142,38.9021155979,-76.9375960366,940349209,
400792,130558,19129498,2019/07/24 13:11:26+00,2019/07/24 12:05:45+00,2019/07/24 12:15:42+00,1100 - 1199 BLOCK OF SAVANNAH STREET SE,MOTOR VEHICLE THEFT,OTHERS,DAY,8,8E,7,705,Cluster 39,007304 1,007304,Precinct 120,,400792,130558,38.8428205931,-76.9908769839,940349210,
397497,136718,19129756,2019/07/24 20:57:30+00,2019/07/24 19:09:49+00,2019/07/24 19:11:36+00,1200 - 1299 BLOCK OF G STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,DOWNTOWN,397497,136718,38.8983091573,-77.0288543832,940349211,
398185,136610,19129931,2019/07/25 06:11:07+00,2019/07/25 00:12:47+00,2019/07/25 00:14:50+00,600 - 699 BLOCK OF F STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2C,1,101,Cluster 8,005801 2,005801,Precinct 129,DOWNTOWN,398185,136610,38.897337944,-77.0209228894,940349212,
401147,134664,19129933,2019/07/25 00:49:50+00,2019/07/24 23:30:46+00,2019/07/24 23:35:43+00,1350 - 1399 BLOCK OF POTOMAC AVENUE SE,THEFT/OTHER,OTHERS,EVENING,6,6B,1,106,Cluster 26,007100 3,007100,Precinct 91,CAPITOL HILL,401147,134664,38.8798087686,-76.9867809044,940349213,
401338,135773,19129988,2019/07/25 01:56:38+00,2019/07/24 02:00:20+00,2019/07/24 11:15:46+00,1400 - 1499 BLOCK OF EAST CAPITOL STREET,THEFT F/AUTO,OTHERS,EVENING,6,6A,1,108,Cluster 26,008002 1,008002,Precinct 86,,401338,135773,38.8897987949,-76.9845774834,940349214,
399364,138021,19130153,2019/07/25 15:04:21+00,2019/07/25 10:16:23+00,2019/07/25 11:55:25+00,21 - 72 BLOCK OF FLORIDA AVENUE NE,BURGLARY,OTHERS,DAY,5,5E,5,502,Cluster 21,008701 1,008701,Precinct 75,NOMA,399364,138021,38.9100503729,-77.0073329638,940349215,
399822,134556,19130660,2019/07/26 04:23:50+00,2019/07/26 01:01:12+00,2019/07/26 02:08:05+00,900 - 999 BLOCK OF 3RD STREET SE,THEFT/OTHER,OTHERS,MIDNIGHT,8,6D,1,106,Cluster 27,007203 4,007203,Precinct 131,CAPITOL RIVERFRONT,399822,134556,38.8788365924,-77.0020514097,940349216,
397921,137783,19132527,2019/07/28 20:26:02+00,2019/07/28 15:51:39+00,2019/07/28 20:21:38+00,1300 - 1399 BLOCK OF 9TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,6E,3,307,Cluster 7,004902 1,004902,Precinct 18,,397921,137783,38.9079041584,-77.0239697691,940349217,
402707,139626,19132613,2019/07/28 23:22:33+00,2019/07/28 10:30:35+00,2019/07/28 18:30:49+00,2600 - 2799 BLOCK OF EVARTS STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,503,Cluster 22,011100 1,011100,Precinct 71,,402707,139626,38.9245048034,-76.9687824575,940349218,
397161,140549,19041349,2019/03/12 04:04:55+00,2019/03/09 23:36:52+00,2019/03/11 00:25:03+00,3429 - 3464 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,1,1A,4,408,Cluster 2,002801 1,002801,Precinct 41,,397161,140549,38.9328190575,-77.0327436046,940349274,
405126,136279,19041991,2019/03/13 02:44:16+00,2019/03/12 21:37:10+00,2019/03/12 23:27:26+00,4200 - 4299 BLOCK OF CLAY STREET NE,ROBBERY,OTHERS,EVENING,7,7D,6,602,Cluster 30,007803 4,007803,Precinct 99,,405126,136279,38.8943431043,-76.9409111652,940349275,
399503,128793,19173701,2019/09/29 17:03:24+00,2019/08/12 16:27:51+00,2019/08/16 17:03:39+00,4300 - 4331 BLOCK OF 1ST STREET SE,THEFT/OTHER,OTHERS,DAY,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 126,,399503,128793,38.8269208815,-77.0057236483,940349291,
400433,143061,19173788,2019/09/29 19:44:32+00,2019/09/29 05:04:58+00,2019/09/29 18:00:21+00,5200 - 5399 BLOCK OF CHILLUM PLACE NE,THEFT F/AUTO,OTHERS,EVENING,5,5A,4,406,Cluster 19,009508 1,009508,Precinct 66,,400433,143061,38.955452348,-76.9950044091,940349292,
406401,135172,19174258,2019/09/30 18:12:00+00,2019/05/10 13:32:59+00,2019/08/18 17:58:50+00,300 - 348 BLOCK OF 53RD STREET SE,THEFT/OTHER,OTHERS,DAY,7,7E,6,604,Cluster 33,009905 1,009905,Precinct 105,,406401,135172,38.8843624769,-76.9262242022,940349293,
397817,140446,19174653,2019/10/01 03:07:44+00,2019/09/30 23:00:43+00,2019/10/01 02:00:02+00,700 - 799 BLOCK OF MORTON STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,1,1A,4,409,Cluster 2,003100 2,003100,Precinct 38,,397817,140446,38.9318930769,-77.0251773019,940349294,
397769,144596,19175519,2019/10/02 12:59:12+00,2019/10/02 12:19:49+00,2019/10/02 12:59:25+00,6500  - 6599 BLOCK OF PINEY BRANCH ROAD NW,THEFT/OTHER,OTHERS,DAY,4,4B,4,402,Cluster 17,001901 4,001901,Precinct 59,,397769,144596,38.9692772885,-77.0257444006,940349295,
400311,136332,19175977,2019/10/03 01:52:00+00,2019/10/02 23:00:39+00,2019/10/02 23:53:52+00,660 - 699 BLOCK OF MARYLAND AVENUE NE,THEFT/OTHER,OTHERS,EVENING,6,6C,1,108,Cluster 25,008302 1,008302,Precinct 84,,400311,136332,38.8948354373,-76.9964149916,940349296,
398946,139606,19176493,2019/10/03 19:47:51+00,2019/09/28 20:30:36+00,2019/09/28 21:00:35+00,2500 - 2999 BLOCK OF 1ST STREET NW,MOTOR VEHICLE THEFT,OTHERS,EVENING,1,1B,3,306,Cluster 3,003400 5,003400,Precinct 20,,398946,139606,38.9243281745,-77.0121548606,940349297,
400384,136927,19179406,2019/10/08 03:58:28+00,2019/10/08 01:32:09+00,2019/10/08 02:45:09+00,700 - 799 BLOCK OF H STREET NE,ROBBERY,GUN,MIDNIGHT,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,,400384,136927,38.9001953841,-76.9955731618,940349298,
397655,139302,19180210,2019/10/09 14:34:38+00,2019/10/08 22:00:52+00,2019/10/09 11:40:02+00,2300 - 2499 BLOCK OF 11TH STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,304,Cluster 2,003500 2,003500,Precinct 37,,397655,139302,38.9215871483,-77.027041796,940349299,
400544,138310,19137836,2019/08/05 22:19:49+00,2019/08/05 21:38:54+00,,400 - 1229 BLOCK OF NEW YORK AVENUE NE,ROBBERY,OTHERS,EVENING,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,,400544,138310,38.9126538449,-76.9937275504,940349303,
400284,143545,19138567,2019/08/07 00:29:13+00,2019/08/03 18:00:19+00,2019/08/05 08:30:46+00,630 - 799 BLOCK OF OGLETHORPE STREET NE,THEFT F/AUTO,OTHERS,EVENING,4,4B,4,406,Cluster 19,009507 1,009507,Precinct 65,,400284,143545,38.9598124071,-76.9967232457,940349304,
398274,138411,19138805,2019/08/07 13:57:59+00,2019/08/06 22:00:56+00,2019/08/07 11:00:06+00,1705 - 1799 BLOCK OF 6TH STREET NW,BURGLARY,OTHERS,DAY,2,6E,3,308,Cluster 7,004801 2,004801,Precinct 21,,398274,138411,38.9135621605,-77.0199014447,940349305,
397329,137320,19133837,2019/07/30 21:25:05+00,2019/07/30 18:00:45+00,2019/07/30 19:20:11+00,1300 - 1399 BLOCK OF L STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2F,2,209,Cluster 8,010100 3,010100,Precinct 129,DOWNTOWN,397329,137320,38.9037316934,-77.0307934145,940349309,
397768,138713,19134189,2019/07/31 07:32:21+00,2019/07/31 05:00:26+00,2019/07/31 05:06:47+00,1900 - 1999 BLOCK OF VERMONT AVENUE NW,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,,397768,138713,38.9162815379,-77.025736801,940349310,
402634,139215,19134490,2019/07/31 23:35:25+00,2019/07/28 11:00:37+00,2019/07/28 16:00:08+00,2300 - 2399 BLOCK OF BLADENSBURG ROAD NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,,402634,139215,38.9208026055,-76.9696258818,940349311,
399080,138304,19136658,2019/08/04 01:28:06+00,2019/08/04 00:12:16+00,2019/08/04 00:48:41+00,1 - 99 BLOCK OF R STREET NW,THEFT F/AUTO,OTHERS,EVENING,5,5E,3,308,Cluster 21,003302 2,003302,Precinct 19,,399080,138304,38.9125994818,-77.010607811,940349312,
401640,139103,19137109,2019/08/04 20:23:28+00,2019/08/04 18:45:54+00,2019/08/04 19:00:35+00,2200 - 2299 BLOCK OF 16TH STREET NE,ROBBERY,OTHERS,EVENING,5,5C,5,505,Cluster 22,009102 2,009102,Precinct 72,,401640,139103,38.9197960902,-76.9810885155,940349313,
399742,143428,19137446,2019/08/05 07:11:20+00,2019/08/05 06:40:17+00,,5680  - 5699 BLOCK OF 3RD STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,,399742,143428,38.958758449,-77.0029767257,940349314,
397798.979999997,134673.829999998,19137639,2019/08/05 21:22:16+00,2019/08/05 16:25:54+00,2019/08/05 16:26:18+00,1 - 49 BLOCK OF DISTRICT SQUARE SW,THEFT/OTHER,OTHERS,EVENING,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,SOUTHWEST,397798.98,134673.83,38.8798953144,-77.0253666341,940349315,
399884,141428,19023472,2019/02/09 11:59:19+00,2019/02/09 10:32:30+00,2019/02/09 11:08:27+00,290 - 399 BLOCK OF TAYLOR STREET NE,THEFT F/AUTO,OTHERS,MIDNIGHT,5,5A,4,405,Cluster 19,009510 3,009510,Precinct 44,,399884,141428,38.9407419297,-77.0013380346,940349392,
405084,135772,19024036,2019/02/10 14:42:46+00,2019/02/10 13:13:22+00,,4100 - 4276 BLOCK OF EAST CAPITOL STREET,THEFT F/AUTO,OTHERS,DAY,7,7F,6,603,Cluster 33,007703 1,007703,Precinct 103,,405084,135772,38.8897761049,-76.9413990624,940349393,
