city,datetime,latitude,longitude,crime_category,hour,month,weekday
DC,2022-07-06 11:42:34,38.9067170107,-77.0108605803,property,11,7,2
DC,2022-08-25 13:32:50,38.9247721684,-77.0406048691,property,13,8,3
DC,2022-01-06 16:09:15,38.8987888082,-76.9327226028,property,16,1,3
DC,2022-01-07 19:32:05,38.8481611123,-76.9792528014,property,19,1,4
DC,2022-01-08 05:01:00,38.9122293499,-77.0172376035,violent,5,1,5
DC,2022-01-12 04:58:56,38.8764572414,-77.0164107306,violent,4,1,2
DC,2022-11-10 13:51:41,38.8875556458,-77.0158946052,property,13,11,3
DC,2022-08-23 15:53:19,38.9031141649,-76.998443626,property,15,8,1
DC,2022-08-24 13:12:34,38.9546109146,-77.0296963033,property,13,8,2
DC,2022-05-17 06:18:19,38.9060981653,-77.0398102544,property,6,5,1
DC,2022-05-17 21:51:54,38.8929698025,-76.9517477379,property,21,5,1
DC,2022-05-19 15:04:33,38.837983296,-77.005206217,property,15,5,3
DC,2022-05-19 17:32:47,38.8892590457,-76.9534561635,violent,17,5,3
DC,2022-05-19 17:01:08,38.8834577164,-76.9932114686,property,17,5,3
DC,2022-08-31 02:00:34,38.9425074145,-77.0058713488,property,2,8,2
DC,2022-08-31 23:59:46,38.9360082539,-77.031810814,property,23,8,2
DC,2022-09-01 09:47:19,38.8713754617,-76.9773561871,violent,9,9,3
DC,2022-09-04 02:05:17,38.8803218515,-76.9836575306,property,2,9,6
DC,2022-06-08 06:27:23,38.8635114324,-76.9790294155,violent,6,6,2
DC,2022-10-18 00:40:05,38.8967328794,-77.0280929197,property,0,10,1
DC,2022-12-29 22:36:22,38.9250070199,-77.060048355,property,22,12,3
DC,2022-01-25 14:40:25,38.9155739758,-77.0425483224,property,14,1,1
DC,2022-03-29 14:24:09,38.9080861569,-76.9878940252,property,14,3,1
DC,2022-05-16 11:12:39,38.9160664419,-77.0201096977,property,11,5,0
DC,2022-06-21 12:52:40,38.9509932079,-77.0651808895,property,12,6,1
DC,2022-11-10 18:44:31,38.938675744,-77.0277518788,property,18,11,3
DC,2022-11-13 09:05:18,38.9579912537,-77.0189216187,property,9,11,6
DC,2022-11-13 11:35:23,38.8792723266,-76.9413961639,violent,11,11,6
DC,2022-11-16 15:20:59,38.9056150713,-76.9717075873,property,15,11,2
DC,2022-11-20 18:10:20,38.9140907972,-77.0326081712,property,18,11,6
DC,2022-11-22 23:58:10,38.9281708128,-77.0325915444,property,23,11,1
DC,2022-11-23 05:22:47,38.9282995449,-77.0212318262,property,5,11,2
DC,2022-09-03 14:44:58,38.8622790504,-76.9948841876,property,14,9,5
DC,2022-09-06 19:15:52,38.9079028599,-77.0296307388,property,19,9,1
DC,2022-12-01 20:26:23,38.9008594129,-77.0249934235,property,20,12,3
DC,2022-12-04 10:31:26,38.9175516538,-77.026002473,property,10,12,6
DC,2022-12-04 09:14:45,38.8818539291,-76.9892815072,violent,9,12,6
DC,2022-12-06 00:25:42,38.9577945906,-77.001707556,property,0,12,1
DC,2022-12-06 21:18:41,38.8665013445,-76.9745922659,property,21,12,1
DC,2022-12-07 02:34:18,38.9002003359,-77.0311031522,property,2,12,2
DC,2022-12-09 08:45:16,38.8788816514,-76.9995159592,violent,8,12,4
DC,2022-12-09 22:21:05,38.8992221581,-76.9902472552,property,22,12,4
DC,2022-12-12 19:56:19,38.9189282484,-76.9673088982,property,19,12,0
DC,2022-12-13 21:18:47,38.8649630218,-76.9876939343,property,21,12,1
DC,2022-12-14 02:51:48,38.8784039153,-77.0082632126,property,2,12,2
DC,2022-09-17 03:12:16,38.8856960639,-76.9429238302,property,3,9,5
DC,2022-09-17 19:32:54,38.902510376,-77.0074820605,property,19,9,5
DC,2022-09-18 05:56:22,38.9151395418,-76.9865668043,violent,5,9,6
DC,2022-09-19 12:38:34,38.8618977094,-76.9730960396,violent,12,9,0
DC,2022-09-20 17:28:18,38.900195113,-76.9908927027,property,17,9,1
DC,2022-09-22 00:28:25,38.9376042111,-77.0257675666,property,0,9,3
DC,2022-12-11 06:40:58,38.9162803134,-77.0307988327,property,6,12,6
DC,2022-12-11 18:51:49,38.8901035151,-76.9754368285,property,18,12,6
DC,2022-12-13 04:46:43,38.8973305029,-76.9915386231,property,4,12,1
DC,2022-12-14 21:49:12,38.9804112928,-77.0264986016,property,21,12,2
DC,2022-08-20 16:52:52,38.8775210968,-77.0082054876,property,16,8,5
DC,2022-08-23 15:01:39,38.9336759582,-77.0284996192,property,15,8,1
DC,2022-08-25 04:07:17,38.9215811022,-76.9937613603,property,4,8,3
DC,2022-08-27 06:27:26,38.9175514183,-77.0270402657,violent,6,8,5
DC,2022-08-28 21:17:12,38.9133519317,-77.0332535331,violent,21,8,6
DC,2022-08-30 05:35:44,38.8778623712,-77.0176441877,property,5,8,1
DC,2022-08-30 12:19:13,38.9238622318,-77.0408811202,property,12,8,1
DC,2022-09-03 20:55:08,38.9706912528,-77.0271989047,property,20,9,5
DC,2022-05-29 09:13:34,38.9198421808,-76.9529057588,property,9,5,6
DC,2022-05-28 13:22:14,38.9018315685,-76.9292265999,property,13,5,5
DC,2022-03-03 13:54:42,38.9019160014,-76.9961725372,property,13,3,3
DC,2022-03-03 19:41:57,38.9539745624,-77.0112023514,property,19,3,3
DC,2022-03-04 08:43:43,38.9047025983,-76.9406720044,property,8,3,4
DC,2022-03-05 17:09:20,38.8755390515,-77.0106599231,property,17,3,5
DC,2022-03-06 01:20:28,38.9094019768,-76.997555701,property,1,3,6
DC,2022-03-08 02:29:33,38.9072304865,-77.0108606585,property,2,3,1
DC,2022-03-10 00:12:41,38.9025081947,-76.9762165017,property,0,3,3
DC,2022-03-13 17:28:14,38.9014721914,-77.0239906647,property,17,3,6
DC,2022-03-14 15:35:06,38.9653795214,-77.0027116106,property,15,3,0
DC,2022-03-14 22:21:27,38.9381449622,-77.0245912572,property,22,3,0
DC,2022-03-15 15:12:04,38.8321279134,-77.0005758617,property,15,3,1
DC,2022-07-30 07:48:38,38.9086722088,-77.0052459655,property,7,7,5
DC,2022-08-01 01:39:34,38.8788816514,-76.9995159592,property,1,8,0
DC,2022-08-01 02:02:22,38.9147518517,-76.9839379057,property,2,8,0
DC,2022-08-07 02:24:49,38.9267743686,-76.9668555328,violent,2,8,6
DC,2022-05-04 19:07:37,38.8948772772,-77.0275849849,property,19,5,2
DC,2022-05-08 11:33:06,38.8901572149,-76.9738230856,property,11,5,6
DC,2022-12-13 00:00:25,38.8260464475,-77.0132552082,property,0,12,1
DC,2022-12-13 16:53:44,38.9692772885,-77.0257444006,violent,16,12,1
DC,2022-12-23 01:32:39,38.9114082815,-77.0245589787,property,1,12,4
DC,2022-12-16 05:15:25,38.8979504607,-76.9787887344,property,5,12,4
DC,2022-12-21 19:07:50,38.9049039473,-77.0259863335,property,19,12,2
DC,2022-06-12 22:25:10,38.9072807183,-77.0558136816,property,22,6,6
DC,2022-06-13 21:56:01,38.8971953825,-77.0083921944,property,21,6,0
DC,2022-06-13 23:05:12,38.961971092,-77.0279570992,property,23,6,0
DC,2022-06-14 21:45:12,38.9056351942,-77.0175588249,property,21,6,1
DC,2022-10-28 14:15:12,38.8954453433,-76.9748009791,property,14,10,4
DC,2022-10-28 17:06:43,38.9279469385,-77.053442586,property,17,10,4
DC,2022-10-29 02:21:38,38.9804112928,-77.0264986016,property,2,10,5
DC,2022-11-04 15:14:29,38.8346680196,-77.0080969041,property,15,11,4
DC,2022-11-06 00:44:07,38.9044442625,-77.0532981591,property,0,11,6
DC,2022-11-06 15:48:39,38.9161379859,-77.0229462951,property,15,11,6
DC,2022-11-07 16:38:30,38.8603103295,-76.9658379147,property,16,11,0
DC,2022-11-09 01:51:39,38.9033006243,-77.0523634776,property,1,11,2
DC,2022-01-12 06:34:00,38.9036877502,-77.0262971677,property,6,1,2
DC,2022-01-12 17:30:47,38.9227205295,-77.0730197821,property,17,1,2
DC,2022-01-13 02:06:30,38.9037267313,-77.0016716753,property,2,1,3
DC,2022-01-13 19:31:53,38.905636274,-77.0074823884,property,19,1,3
DC,2022-01-14 18:00:05,38.8967328794,-77.0280929197,property,18,1,4
DC,2022-01-17 19:03:48,38.9098434028,-76.9986048962,property,19,1,0
DC,2022-03-07 02:30:49,38.9171835065,-76.9800744828,property,2,3,0
DC,2022-03-07 22:50:04,38.924737275,-77.0371797879,property,22,3,0
DC,2022-03-08 16:20:41,38.9159279406,-77.0345461802,property,16,3,1
DC,2022-03-09 20:50:21,38.900734571,-76.9819236074,violent,20,3,2
DC,2022-03-09 23:01:57,38.9191751894,-77.014148896,property,23,3,2
DC,2022-03-10 21:51:06,38.9714663004,-77.0256990324,property,21,3,3
DC,2022-03-11 21:20:27,38.900195113,-76.9908927027,property,21,3,4
DC,2022-03-12 04:13:36,38.9124571405,-76.9375178069,violent,4,3,5
DC,2022-03-14 03:51:17,38.9186407997,-77.029623669,property,3,3,0
DC,2022-03-16 00:30:16,38.8672595275,-76.9826580291,violent,0,3,2
DC,2022-11-21 07:35:09,38.8324699442,-77.0082578969,property,7,11,0
DC,2022-11-24 16:53:17,38.9735943353,-77.0130864718,property,16,11,3
DC,2022-11-25 17:00:47,38.9148126986,-76.9721651621,property,17,11,4
DC,2022-11-11 01:49:21,38.9037370021,-77.0425758481,property,1,11,4
DC,2022-11-11 05:13:48,38.9215871483,-77.027041796,property,5,11,4
DC,2022-01-02 01:28:48,38.8778623712,-77.0176441877,violent,1,1,6
DC,2022-04-05 15:42:37,38.9576581709,-77.017490878,property,15,4,1
DC,2022-09-04 08:06:34,38.9086933281,-77.0375173127,property,8,9,6
DC,2022-09-05 00:26:30,38.9234342615,-76.9747795567,property,0,9,0
DC,2022-09-22 22:07:37,38.9039670503,-76.9472094663,property,22,9,3
DC,2022-09-23 15:37:46,38.907238228,-77.0074918952,violent,15,9,4
DC,2022-09-29 10:53:29,38.9133425453,-77.0345564583,property,10,9,3
DC,2022-09-25 14:35:34,38.9096495011,-77.0332633366,property,14,9,6
DC,2022-09-27 22:37:59,38.9298362519,-76.9636825297,property,22,9,1
DC,2022-09-27 20:28:09,38.9015449994,-76.9799405098,property,20,9,1
DC,2022-09-29 19:00:04,38.9368115768,-77.0253289826,property,19,9,3
DC,2022-10-01 09:11:22,38.9051883564,-77.0606772966,property,9,10,5
DC,2022-10-23 09:00:45,38.9224244836,-77.0288756726,property,9,10,6
DC,2022-10-23 21:56:12,38.9071769302,-76.99839742,property,21,10,6
DC,2022-10-24 16:33:10,38.900195113,-76.9908927027,property,16,10,0
DC,2022-10-27 04:12:52,38.9148229663,-77.0219196496,property,4,10,3
DC,2022-10-27 18:49:54,38.9358807803,-77.0364589572,property,18,10,3
DC,2022-10-28 18:46:25,38.8731935018,-76.9700033858,property,18,10,4
DC,2022-10-30 18:00:45,38.9191809983,-77.0307885541,property,18,10,6
DC,2022-10-31 22:20:36,38.9106284076,-77.0425223123,property,22,10,0
DC,2022-11-03 00:47:53,38.834586581,-76.9877452403,violent,0,11,3
DC,2022-11-03 16:46:27,38.8960334234,-76.9934869332,property,16,11,3
DC,2022-11-03 19:03:01,38.9022029472,-76.9820154637,property,19,11,3
DC,2022-01-17 04:59:13,38.9071769302,-76.99839742,property,4,1,0
DC,2022-01-17 22:55:18,38.9064435078,-77.0296301325,property,22,1,0
DC,2022-01-20 14:03:08,38.9037349916,-77.0477753348,property,14,1,3
DC,2022-01-22 06:47:52,38.8348843591,-76.9941950896,violent,6,1,5
DC,2022-01-23 21:21:39,38.9448682747,-77.0639179252,property,21,1,6
DC,2022-01-25 07:19:00,38.900195332,-76.9943626983,violent,7,1,1
DC,2022-01-26 23:21:46,38.9096357378,-77.0106073703,property,23,1,2
DC,2022-11-04 14:02:49,38.8920157791,-76.9953200775,property,14,11,4
DC,2022-02-26 03:13:40,38.9137076995,-77.0082211813,violent,3,2,5
DC,2022-02-27 08:27:02,38.8347403213,-77.0033055673,violent,8,2,6
DC,2022-02-27 13:35:33,38.9723488083,-77.0270264389,violent,13,2,6
DC,2022-03-01 11:22:09,38.8986072862,-76.974834446,violent,11,3,1
DC,2022-03-02 00:54:18,38.8600495718,-76.9675432572,property,0,3,2
DC,2022-03-02 17:04:39,38.9229856304,-76.9852045611,property,17,3,2
DC,2022-03-07 22:05:37,38.9145124037,-77.0384774085,property,22,3,0
DC,2022-03-09 16:52:37,38.9054338511,-77.0323505741,property,16,3,2
DC,2022-03-10 07:26:51,38.9001947352,-76.9869154654,property,7,3,3
DC,2022-03-13 18:36:27,38.9855806342,-77.0319945356,property,18,3,6
DC,2022-06-19 11:34:51,38.9159129746,-77.0219199846,property,11,6,6
DC,2022-06-21 07:43:39,38.907240659,-77.0441689918,property,7,6,1
DC,2022-04-06 07:57:18,38.9025939778,-77.0606244791,property,7,4,2
DC,2022-04-08 00:55:53,38.8635284338,-76.9739826422,property,0,4,4
DC,2022-04-09 16:46:13,38.8468296431,-76.9961409318,property,16,4,5
DC,2022-04-11 02:19:19,38.900789033,-77.015182798,property,2,4,0
DC,2022-04-11 13:33:08,38.9260323851,-77.0432465069,property,13,4,0
DC,2022-04-14 14:50:11,38.9076363656,-76.9994696464,property,14,4,3
DC,2022-04-14 20:01:19,38.9462115618,-77.0416322194,property,20,4,3
DC,2022-04-16 11:38:02,38.8971382156,-76.9156631126,property,11,4,5
DC,2022-04-20 11:17:35,38.9013214788,-77.0028129312,property,11,4,2
DC,2022-04-21 11:55:27,38.9302989711,-77.023423709,property,11,4,3
DC,2022-04-23 03:39:53,38.9060417408,-77.0058914055,property,3,4,5
DC,2022-04-23 22:19:42,38.9198458716,-76.9528994141,property,22,4,5
DC,2022-03-20 07:58:07,38.8438820428,-76.9789199902,property,7,3,6
DC,2022-03-21 00:05:45,38.9049039473,-77.0259863335,property,0,3,0
DC,2022-03-21 22:14:34,38.9525427805,-76.9990424547,property,22,3,0
DC,2022-03-26 03:41:23,38.9291504548,-76.9601076779,violent,3,3,5
DC,2022-03-26 15:33:52,38.9103791768,-77.0332636769,property,15,3,5
DC,2022-03-29 20:22:24,38.9599074542,-77.0852995778,property,20,3,1
DC,2022-04-04 09:27:03,38.9100101984,-77.0319606362,property,9,4,0
DC,2022-03-30 22:51:11,38.887859414,-76.9289407777,property,22,3,2
DC,2022-03-31 20:05:16,38.9044442625,-77.0532981591,property,20,3,3
DC,2022-04-02 07:37:29,38.9175516538,-77.026002473,property,7,4,5
DC,2022-04-04 14:56:45,38.8828297032,-76.960640694,violent,14,4,0
DC,2022-04-04 17:19:23,38.9210070778,-77.0394726295,property,17,4,0
DC,2022-08-07 21:26:00,38.8470148655,-76.9693692861,violent,21,8,6
DC,2022-08-11 00:44:14,38.9577822832,-77.0706212801,property,0,8,3
DC,2022-08-11 22:03:32,38.905645494,-77.0025594614,property,22,8,3
DC,2022-08-12 23:36:33,38.9041651434,-77.0265163922,property,23,8,4
DC,2022-04-24 23:54:35,38.8995459774,-77.0144101494,property,23,4,6
DC,2022-04-25 22:10:34,38.8983091573,-77.0288543832,property,22,4,0
DC,2022-09-05 22:48:54,38.9099274291,-77.0436069637,property,22,9,0
DC,2022-09-13 23:08:44,38.8864993311,-76.9292418086,property,23,9,1
DC,2022-09-14 17:30:45,38.8974802663,-76.9152938189,property,17,9,2
DC,2022-01-26 16:13:49,38.8812593692,-76.9892124455,property,16,1,2
DC,2022-01-27 00:54:23,38.9137179324,-77.0434350568,violent,0,1,3
DC,2022-01-27 20:30:55,38.8966524619,-76.94765293,property,20,1,3
DC,2022-02-02 23:07:40,38.8892307031,-76.9807738767,property,23,2,2
DC,2022-02-06 03:42:45,38.8991214156,-77.0219263529,property,3,2,6
DC,2022-02-08 09:52:34,38.9271511308,-77.0383343048,property,9,2,1
DC,2022-08-03 17:12:12,38.958758449,-77.0029767257,property,17,8,2
DC,2022-08-03 09:25:34,38.8990686942,-77.013049744,property,9,8,2
DC,2022-08-04 03:03:48,38.853130075,-76.9640441337,violent,3,8,3
DC,2022-08-06 16:28:36,38.8450934466,-76.994015134,property,16,8,5
DC,2022-08-07 10:39:00,38.8413339898,-76.9885043176,property,10,8,6
DC,2022-09-30 08:27:22,38.8825386514,-76.9902495356,property,8,9,4
DC,2022-05-12 20:40:14,38.8798445047,-76.984372186,property,20,5,3
DC,2022-05-13 04:39:36,38.9381449622,-77.0245912572,property,4,5,4
DC,2022-05-14 00:19:06,38.9049039473,-77.0259863335,property,0,5,5
DC,2022-05-23 04:50:31,38.8403250446,-76.9885159986,violent,4,5,0
DC,2022-05-24 00:12:49,38.914827113,-77.0402071669,property,0,5,1
DC,2022-05-24 04:44:13,38.9008675863,-76.9459205865,property,4,5,1
DC,2022-05-24 06:37:04,38.8193805884,-77.0089127485,violent,6,5,1
DC,2022-01-11 15:45:09,38.8941608066,-76.9565883777,property,15,1,1
DC,2022-01-24 16:05:40,38.9162865104,-77.0400696198,property,16,1,0
DC,2022-08-27 16:00:41,38.8689113338,-76.9594845298,property,16,8,5
DC,2022-08-27 20:09:33,38.895636374,-76.9519764841,violent,20,8,5
DC,2022-08-27 20:06:27,38.9649444638,-77.0250966684,property,20,8,5
DC,2022-04-26 04:00:00,38.9369649142,-77.0244063035,violent,4,4,1
DC,2022-01-27 14:57:18,38.9295130123,-77.0327305535,property,14,1,3
DC,2022-02-01 10:43:11,38.9003367093,-77.0259961979,property,10,2,1
DC,2022-01-30 01:41:31,38.9354966096,-77.0241751222,property,1,1,6
DC,2022-02-01 15:56:55,38.9099253533,-77.043617224,property,15,2,1
DC,2022-06-22 01:26:01,38.9064022219,-77.0005764614,violent,1,6,2
DC,2022-09-04 14:38:39,38.8840957773,-76.9798877874,property,14,9,6
DC,2022-09-06 12:48:54,38.8652313915,-76.9756873628,property,12,9,1
DC,2022-09-07 21:35:05,38.8638883203,-76.9720352321,property,21,9,2
DC,2022-01-25 11:46:37,38.90564227,-77.0275660899,property,11,1,1
DC,2022-01-25 05:31:12,38.9322977159,-77.0283837342,violent,5,1,1
DC,2022-01-26 02:36:16,38.8600495718,-76.9675432572,property,2,1,2
DC,2022-07-08 23:04:35,38.917550792,-77.0296232163,property,23,7,4
DC,2022-02-09 19:42:38,38.8817585489,-76.9412097179,property,19,2,2
DC,2022-02-12 01:02:08,38.9443644692,-77.0777022411,property,1,2,5
DC,2022-02-13 18:56:40,38.8778623712,-77.0176441877,property,18,2,6
DC,2022-02-14 02:30:17,38.8818397497,-76.925627497,property,2,2,0
DC,2022-02-14 21:47:10,38.9122212931,-77.0086476262,property,21,2,0
DC,2022-02-18 03:14:36,38.9316141467,-77.0236086739,property,3,2,4
DC,2022-03-30 13:00:08,38.9060518253,-77.0434534469,property,13,3,2
DC,2022-03-29 21:39:16,38.9046808671,-77.0133389944,violent,21,3,1
DC,2022-04-04 00:39:36,38.9296485132,-77.0313581902,property,0,4,0
DC,2022-04-04 07:16:27,38.9248011911,-76.9656225042,violent,7,4,0
DC,2022-04-04 15:39:29,38.9076360154,-77.0090621296,property,15,4,0
DC,2022-04-05 02:35:32,38.9207583826,-77.0270414817,property,2,4,1
DC,2022-04-09 20:10:47,38.8421899477,-76.9902089707,property,20,4,5
DC,2022-04-02 22:09:28,38.9236782687,-77.0212881104,property,22,4,5
DC,2022-04-04 04:06:24,38.9148227693,-77.022945872,property,4,4,0
DC,2022-04-06 17:32:14,38.8758056232,-76.9688037621,property,17,4,2
DC,2022-04-08 09:37:51,38.91579617,-76.9797635403,property,9,4,4
DC,2022-04-09 00:57:22,38.8818539291,-76.9892815072,property,0,4,5
DC,2022-10-02 22:18:58,38.9089825164,-77.0866452926,property,22,10,6
DC,2022-10-03 16:40:18,38.9512545538,-76.9966544202,property,16,10,0
DC,2022-10-04 16:45:42,38.9551501845,-77.034184465,property,16,10,1
DC,2022-08-29 01:37:45,38.912973942,-77.0319619643,property,1,8,0
DC,2022-08-30 20:36:16,38.8677705481,-76.9704204926,violent,20,8,1
DC,2022-08-31 02:43:54,38.8667715216,-76.9473982992,property,2,8,2
DC,2022-09-11 17:00:19,38.9268535538,-77.0758379537,property,17,9,6
DC,2022-09-10 16:07:51,38.9024672607,-76.9494762907,violent,16,9,5
DC,2022-11-22 02:45:03,38.9072367475,-77.0275667061,property,2,11,1
DC,2022-11-23 02:16:56,38.9140827746,-77.0288607648,property,2,11,2
DC,2022-11-27 05:51:14,38.8984456923,-77.0224333747,property,5,11,6
DC,2022-11-28 21:08:42,38.9042033056,-77.014341917,property,21,11,0
DC,2022-06-25 13:20:14,38.8935367404,-76.9503410421,property,13,6,5
DC,2022-06-22 23:51:46,38.9152289174,-77.0675004574,property,23,6,2
DC,2022-06-27 04:00:26,38.8630086846,-76.9938932245,property,4,6,0
DC,2022-06-28 01:33:52,38.9175518727,-77.0249992735,property,1,6,1
DC,2022-06-28 08:08:09,38.8967200122,-76.9588808254,property,8,6,1
DC,2022-06-30 13:05:24,38.9072331184,-77.0400991219,property,13,6,3
DC,2022-07-01 14:29:00,38.9218328697,-77.0121544353,property,14,7,4
DC,2022-07-01 15:54:52,38.940883917,-77.0224351936,property,15,7,4
DC,2022-07-03 02:26:03,38.916992466,-77.0288619423,property,2,7,6
DC,2022-07-04 15:03:43,38.8465309715,-76.9815571869,property,15,7,0
DC,2022-12-20 18:04:47,38.9295130123,-77.0327305535,property,18,12,1
DC,2022-12-22 04:08:41,38.9180655126,-77.0242153378,property,4,12,3
DC,2022-12-22 19:20:42,38.845856752,-76.9968206319,property,19,12,3
DC,2022-12-25 01:40:27,38.918640186,-77.0319529725,property,1,12,6
DC,2022-12-27 23:33:05,38.8572738159,-76.9636042372,property,23,12,1
DC,2022-12-29 18:14:41,38.8967200122,-76.9588808254,property,18,12,3
DC,2022-06-09 20:57:07,38.9635449749,-77.0747923799,property,20,6,3
DC,2022-06-09 19:36:33,38.8622519387,-76.9931904414,property,19,6,3
DC,2022-06-10 13:24:05,38.9144532216,-77.0239719702,property,13,6,4
DC,2022-06-12 01:37:45,38.879278018,-77.0009219876,violent,1,6,6
DC,2022-06-12 12:08:26,38.9103744219,-77.0106074801,property,12,6,6
DC,2022-09-05 02:42:04,38.9078254892,-77.0035164846,property,2,9,0
DC,2022-09-05 18:21:36,38.9298001684,-77.0364789141,property,18,9,0
DC,2022-09-27 14:06:29,38.9133387609,-77.0455910014,property,14,9,1
DC,2022-10-04 22:31:03,38.9063375005,-77.0678148613,property,22,10,1
DC,2022-10-09 02:05:14,38.9776277574,-77.026474485,violent,2,10,6
DC,2022-10-12 07:18:25,38.8877983425,-76.9182099227,property,7,10,2
DC,2022-04-12 21:57:57,38.8463660701,-76.9911867518,property,21,4,1
DC,2022-04-13 03:45:16,38.832523951,-76.9911431974,property,3,4,2
DC,2022-10-06 14:23:55,38.9325767946,-77.0291104533,property,14,10,3
DC,2022-11-07 14:52:23,38.9094019768,-76.997555701,property,14,11,0
DC,2022-12-12 16:13:22,38.9051589226,-77.0058913326,property,16,12,0
DC,2022-04-11 14:22:04,38.9565868135,-77.0126333928,property,14,4,0
DC,2022-06-27 06:55:00,38.9084572461,-76.9371638944,property,6,6,0
DC,2022-06-27 18:53:18,38.8871877067,-76.9549559108,property,18,6,0
DC,2022-06-29 15:52:37,38.8637829892,-76.988373956,property,15,6,2
DC,2022-06-29 23:47:15,38.9599074542,-77.0852995778,property,23,6,2
DC,2022-07-02 02:08:57,38.9191803122,-77.0332908446,property,2,7,5
DC,2022-09-18 22:46:02,38.8967268419,-76.9902475963,property,22,9,6
DC,2022-09-24 16:32:48,38.8775213813,-77.0009334895,property,16,9,5
DC,2022-09-26 19:35:24,38.8971482472,-76.9170925401,violent,19,9,0
DC,2022-09-26 20:24:35,38.9038924725,-77.0580822088,property,20,9,0
DC,2022-09-28 04:26:35,38.906067665,-76.9829137648,violent,4,9,2
DC,2022-09-28 17:13:28,38.9501994364,-77.067025974,property,17,9,2
DC,2022-12-17 23:42:11,38.9159408677,-77.0166619621,property,23,12,5
DC,2022-12-20 02:29:33,38.9590737752,-76.9995961788,property,2,12,1
DC,2022-12-21 10:39:39,38.9291927216,-76.9884094229,property,10,12,2
DC,2022-12-22 01:08:23,38.905645494,-77.0025594614,property,1,12,3
DC,2022-12-23 02:49:10,38.9238622318,-77.0408811202,property,2,12,4
DC,2022-12-24 15:20:07,38.9181098107,-77.027570909,property,15,12,5
DC,2022-12-24 22:58:25,38.9096358678,-77.0090623837,property,22,12,5
DC,2022-11-04 03:33:40,38.8940504102,-76.9822134818,property,3,11,4
DC,2022-08-17 02:04:53,38.9597673588,-77.0035190472,property,2,8,2
DC,2022-11-19 01:39:42,38.9413337274,-77.0253882636,property,1,11,5
DC,2022-05-20 16:28:56,38.9155700251,-77.025067763,property,16,5,4
DC,2022-05-20 18:34:10,38.9291102613,-77.0214050611,violent,18,5,4
DC,2022-05-20 21:18:11,38.9066998731,-76.9357934584,property,21,5,4
DC,2022-05-20 23:13:21,38.9096424467,-77.0254922805,property,23,5,4
DC,2022-05-27 14:14:34,38.9207312336,-77.0275719224,property,14,5,4
DC,2022-06-01 01:03:40,38.9653795214,-77.0027116106,property,1,6,2
DC,2022-06-01 01:43:04,38.9175501783,-77.0319524842,property,1,6,2
DC,2022-06-05 22:49:20,38.8988488519,-77.0319556355,property,22,6,6
DC,2022-07-13 05:57:54,38.9162803134,-77.0307988327,property,5,7,2
DC,2022-07-13 15:50:34,38.9222116506,-76.9931501206,property,15,7,2
DC,2022-07-15 23:02:41,38.8967328794,-77.0280929197,property,23,7,4
DC,2022-07-19 11:52:11,38.9068428335,-77.0136622191,property,11,7,1
DC,2022-09-15 02:15:54,38.9277587033,-77.0230422961,property,2,9,3
DC,2022-09-15 01:46:14,38.9078254892,-77.0035164846,property,1,9,3
DC,2022-09-15 07:35:55,38.9177593847,-77.0234541836,property,7,9,3
DC,2022-09-15 11:59:44,38.9093576286,-77.0441472433,property,11,9,3
DC,2022-04-18 05:43:10,38.886118285,-76.9405721982,violent,5,4,0
DC,2022-04-18 15:48:46,38.9008594129,-77.0249934235,property,15,4,0
DC,2022-04-20 14:04:27,38.9049039473,-77.0259863335,property,14,4,2
DC,2022-04-20 21:25:46,38.8713860303,-77.012180414,property,21,4,2
DC,2022-04-24 09:14:06,38.9169929018,-77.0270400539,property,9,4,6
DC,2022-04-25 06:07:36,38.905292308,-76.978994074,property,6,4,0
DC,2022-04-26 23:29:56,38.8734289027,-76.9750277076,property,23,4,1
DC,2022-04-29 12:25:35,38.9264220876,-76.9636381387,property,12,4,4
DC,2022-05-29 05:18:32,38.8845388465,-76.9958622756,property,5,5,6
DC,2022-05-29 20:51:23,38.8964119461,-76.9984552999,property,20,5,6
DC,2022-05-31 06:01:25,38.8798445047,-76.984372186,violent,6,5,1
DC,2022-06-01 22:25:57,38.9202800079,-77.0308120916,property,22,6,2
DC,2022-06-02 00:52:37,38.9090060154,-77.0641970879,property,0,6,3
DC,2022-01-11 18:23:03,38.826614598,-76.9943685071,property,18,1,1
DC,2022-01-13 06:17:39,38.9037267313,-77.0016716753,violent,6,1,3
DC,2022-01-14 02:58:03,38.8983423536,-76.9244690271,violent,2,1,4
DC,2022-01-16 19:38:41,38.9534165771,-77.0014882513,property,19,1,6
DC,2022-01-17 21:04:47,38.9212905856,-76.9762333009,property,21,1,0
DC,2022-01-19 00:42:29,38.9075631154,-77.048804017,property,0,1,2
DC,2022-07-22 23:09:42,38.9343345745,-77.024001722,violent,23,7,4
DC,2022-07-24 19:51:48,38.8858327948,-76.9293807805,property,19,7,6
DC,2022-07-26 02:06:47,38.9001953841,-76.9955731618,violent,2,7,1
DC,2022-07-31 17:35:54,38.9171835065,-76.9800744828,property,17,7,6
DC,2022-12-14 04:28:53,38.9314546725,-77.0451412535,property,4,12,2
DC,2022-12-16 19:18:08,38.9018976403,-76.9902468894,property,19,12,4
